No;Kode Wilayah;Kabupaten_Kota;Provinsi;Tahun;Penduduk_Miskin (%);Konsumsi_Protein (Gram);Konsumsi_Energi (Gram);Konsumsi_Lemak (Gram);Konsumsi_Sayur_dan_Buah (Gram);Skor Konsumsi Gizi
534;1172;Kota Sabang;Aceh;2022;14.66;66.1;2104;11.1;75.7;108.97
535;1174;Kota Langsa;Aceh;2022;10.62;62.3;1854;9.4;66.7;97.38
536;1173;Kota Lhokseumawe;Aceh;2022;10.84;54.1;1711;8.8;65.2;91.46
537;1175;Kota Subulussalam;Aceh;2022;16.94;63;2160;13;101.7;129.12
538;1204;Kabupaten Nias;Sumatera Utara;2022;16;54.9;2115;8.63;70.2;99.79
539;1213;Kabupaten Mandailing Natal;Sumatera Utara;2022;8.92;63.7;2252;10;82.2;114.23
540;1203;Kabupaten Tapanuli Selatan;Sumatera Utara;2022;8.07;62;2224;10.21;82.2;113.39
541;1201;Kabupaten Tapanuli Tengah;Sumatera Utara;2022;11.71;59.4;1965;8.4;64.9;95.72
542;1202;Kabupaten Tapanuli Utara;Sumatera Utara;2022;8.93;68.2;2242;11.1;85.5;118.74
543;1212;Kabupaten Toba Samosir;Sumatera Utara;2022;8.89;69.1;2272;10.8;98.3;129.12
544;1210;Kabupaten Labuhan Batu;Sumatera Utara;2022;8.26;58.7;2003;11.91;73.7;103.93
545;1209;Kabupaten Asahan;Sumatera Utara;2022;8.64;63.1;2051;11.6;93.4;121.1
546;1208;Kabupaten Simalungun;Sumatera Utara;2022;8.26;61.4;2049;12.1;90.6;118.48
547;1211;Kabupaten Dairi;Sumatera Utara;2022;7.88;61.9;2086;8.91;88.1;115.95
548;1206;Kabupaten Karo;Sumatera Utara;2022;8.17;70.4;2287;13;104.3;135.19
549;1207;Kabupaten Deli Serdang;Sumatera Utara;2022;3.62;69.2;2206;12.5;100.7;130.94
550;1205;Kabupaten Langkat;Sumatera Utara;2022;9.49;62.4;2092;12.5;90.8;119.61
551;1214;Kabupaten Nias Selatan;Sumatera Utara;2022;16.48;58;2183;7.7;51.6;87
552;1216;Kabupaten Humbang Hasundutan;Sumatera Utara;2022;8.86;67.5;2212;10.5;86.5;118.71
553;1215;Kabupaten Pakpak Bharat;Sumatera Utara;2022;8.66;66.8;2268;14.41;99.6;130.57
554;1217;Kabupaten Samosir;Sumatera Utara;2022;11.77;61.8;2155;9.9;99;125.39
555;1218;Kabupaten Serdang Bedagai;Sumatera Utara;2022;7.82;67.4;2259;9.5;95.2;125.49
556;1219;Kabupaten Batu Bara;Sumatera Utara;2022;11.53;57.1;1905;12.6;76.4;104.64
557;1220;Kabupaten Padang Lawas Utara;Sumatera Utara;2022;8.94;60.4;2009;13.86;95.6;122.19
558;1221;Kabupaten Padang Lawas;Sumatera Utara;2022;8.05;61.7;1949;9.8;93.2;118.69
559;1222;Kabupaten Labuhan Batu Selatan;Sumatera Utara;2022;8.09;66.3;1982;11.51;81.5;112.37
560;1223;Kabupaten Labuhan Batu Utara;Sumatera Utara;2022;9.09;62.4;201;9.74;90;98.07
561;1224;Kabupaten Nias Utara;Sumatera Utara;2022;23.4;58.1;2249;7.8;51.9;88
562;1225;Kabupaten Nias Barat;Sumatera Utara;2022;24.75;55.3;2044;6.52;49;82.1
563;1273;Kota Sibolga;Sumatera Utara;2022;11.47;59.7;1841;9.1;65.2;95.01
564;1274;Kota Tanjung Balai;Sumatera Utara;2022;12.45;69.7;2133;10.3;95.4;125.47
565;1272;Kota Pematang Siantar;Sumatera Utara;2022;7.88;62.9;191;11;91.9;100.07
566;1276;Kota Tebing Tinggi;Sumatera Utara;2022;9.59;67.4;2015;11.4;77.8;110.24
567;1271;Kota Medan;Sumatera Utara;2022;8.07;68.8;2109;12.7;97.3;127.23
568;1275;Kota Binjai;Sumatera Utara;2022;5.1;59.2;1958;12.2;90.2;116.44
569;1277;Kota Padang Sidimpuan;Sumatera Utara;2022;6.89;64.6;2071;13.52;85.4;116.43
570;1278;Kota Gunungsitoli;Sumatera Utara;2022;14.81;53.8;1907;6.5;58.6;87.48
571;1309;Kabupaten Kepulauan Mentawai;Sumatera Barat;2022;13.97;51.5;2118;12.03;73.31;102.22
572;1301;Kabupaten Pesisir Selatan;Sumatera Barat;2022;7.11;55;2036;11.77;81.4;108.78
573;1302;Kabupaten Solok;Sumatera Barat;2022;7.12;61.1;2292;13.22;94.1;124.04
574;1303;Kabupaten Sijunjung;Sumatera Barat;2022;6;54.7;2065;12.54;75.89;105.02
575;1304;Kabupaten Tanah Datar;Sumatera Barat;2022;4.26;60.3;2090;10.62;77.27;107.71
576;1305;Kabupaten Padang Pariaman;Sumatera Barat;2022;6.25;56.8;1995;10.26;72.67;101.74
577;1306;Kabupaten Agam;Sumatera Barat;2022;6.22;59.6;2106;12.36;74.48;106.11
578;1307;Kabupaten Limapuluh Koto;Sumatera Barat;2022;6.59;62.5;2262;11.32;78.72;111.71
579;1308;Kabupaten Pasaman;Sumatera Barat;2022;6.85;64.2;2317;10.8;78.77;112.76
580;1311;Kabupaten Solok Selatan;Sumatera Barat;2022;6.51;60.7;2225;13.64;84.7;116.11
581;1310;Kabupaten Dharmas Raya;Sumatera Barat;2022;5.56;53.9;1923;12.7;79.96;106.42
582;1312;Kabupaten Pasaman Barat;Sumatera Barat;2022;6.93;67.1;2413;11.2;89.69;123.39
583;1371;Kota Padang;Sumatera Barat;2022;4.26;58.6;2009;14.37;87.17;115.23
584;1372;Kota Solok;Sumatera Barat;2022;3.02;61.2;2131;12.57;92.44;120.86
585;1373;Kota Sawah Lunto;Sumatera Barat;2022;2.28;56.6;1951;12.13;78.3;106.22
586;1374;Kota Padang Panjang;Sumatera Barat;2022;5.14;57.1;1915;11.24;79.99;107
587;1375;Kota Bukittinggi;Sumatera Barat;2022;4.46;55.5;1838;11.47;67.58;96.14
588;1376;Kota Payakumbuh;Sumatera Barat;2022;5.66;59.2;1960;9.98;75.33;104.2
589;1377;Kota Pariaman;Sumatera Barat;2022;4.13;56.5;1844;9.04;79.89;105.14
590;1409;Kabupaten Kuantan Sengingi;Riau;2022;8.24;58.1;2042;12.4;79.15;108.49
591;1402;Kabupaten Indragiri Hulu;Riau;2022;6.14;53.4;1854;11.56;71.64;98.68
592;1404;Kabupaten Indragiri Hilir;Riau;2022;5.98;53.1;1929;12.13;67.15;96.12
593;1405;Kabupaten Pelalawan;Riau;2022;8.97;62.9;2144;13.51;89.06;119.38
594;1408;Kabupaten Siak;Riau;2022;5.07;62.5;2064;12.69;89.07;118.09
595;1401;Kabupaten Kampar;Riau;2022;7.12;59.6;2036;13.53;93.03;120.08
596;1406;Kabupaten Rokan Hulu;Riau;2022;9.95;60.1;2119;13.25;83.81;113.94
597;1403;Kabupaten Bengkalis;Riau;2022;6.32;59.6;1984;12.23;76.61;106.42
598;1407;Kabupaten Rokan Hilir;Riau;2022;6.73;63.2;2103;11.32;89.49;118.58
599;1410;Kabupaten Kepulauan Meranti;Riau;2022;23.84;56.3;1977;11.29;58.33;90.71
600;1471;Kota Pekanbaru;Riau;2022;3.06;60.6;1941;13.23;80.95;110.05
601;1472;Kota Dumai;Riau;2022;3.2;65.5;2119;13.54;79.88;113.03
602;1501;Kabupaten Kerinci;Jambi;2022;7.57;63.4;2053;16.04;111.81;137.04
603;1502;Kabupaten Merangin;Jambi;2022;8.7;58.6;1943;12.14;86.1;112.88
604;1503;Kabupaten Sarolangun;Jambi;2022;8.48;59.7;1996;12;84.05;112.22
605;1504;Kabupaten Batang Hari;Jambi;2022;9.63;51.5;1781;10.65;76.28;100.44
606;1505;Kabupaten Muaro Jambi;Jambi;2022;4.47;56.3;1915;12.53;102.74;124.68
607;1507;Kabupaten Tanjung Jabung Timur;Jambi;2022;10.91;60.7;1964;12.21;99.43;124.16
608;1506;Kabupaten Tanjung Jabung Barat;Jambi;2022;10;65.4;2040;12;80.69;112.21
609;1509;Kabupaten Tebo;Jambi;2022;6.34;64;2120;12.15;93.77;122.65
610;1508;Kabupaten Bungo;Jambi;2022;5.38;60;2061;12.73;88.82;116.95
611;1571;Kota Jambi;Jambi;2022;8.33;63.1;2076;11.42;91.16;119.58
612;1572;Kota Sungai Penuh;Jambi;2022;2.97;62.1;2022;14.19;86.74;116.26
613;1601;Kabupaten Ogan Komering Ulu;Sumatera Selatan;2022;11.61;60.4;2126;9.1;88.49;116.19
614;1602;Kabupaten Ogan Komering Ilir;Sumatera Selatan;2022;13.23;65.7;2334;12.17;108.57;136.92
615;1603;Kabupaten Muara Enim;Sumatera Selatan;2022;11.12;60.1;2113;9.03;77.2;107.23
616;1604;Kabupaten Lahat;Sumatera Selatan;2022;15.61;66;2324;9.27;96.6;126.65
617;1605;Kabupaten Musi Rawas;Sumatera Selatan;2022;13.34;62;2077;9.26;101.76;126.53
618;1606;Kabupaten Musi Banyuasin;Sumatera Selatan;2022;15.19;61.4;2073;10.52;86;114.61
619;1607;Kabupaten Banyuasin;Sumatera Selatan;2022;10;75.7;2409;10.63;102.02;135.81
620;1609;Kabupaten Ogan Komering Ulu Selatan;Sumatera Selatan;2022;10.56;52.3;1955;9.77;87.08;110.55
621;1608;Kabupaten Ogan Komering Ulu Timur;Sumatera Selatan;2022;10.05;66;2163;10.36;104.79;131.66
622;1610;Kabupaten Ogan Ilir;Sumatera Selatan;2022;12.33;60.7;2091;9.28;81.42;110.56
623;1611;Kabupaten Empat Lawang;Sumatera Selatan;2022;12.03;63.7;2233;9.15;102.1;129.03
624;1612;Kabupaten Penukal Abab Lematang Ilir;Sumatera Selatan;2022;11.76;61.9;2291;10.13;81.51;113.49
625;1613;Kabupaten Musi Rawas Utara;Sumatera Selatan;2022;18.45;65.2;2226;9.91;85.08;116.7
626;1671;Kota Palembang;Sumatera Selatan;2022;10.48;68.8;2167;8.84;87.59;118.94
627;1674;Kota Prabumulih;Sumatera Selatan;2022;11.28;56.6;1823;8.31;72.16;98.74
628;1672;Kota Pagar Alam;Sumatera Selatan;2022;8.47;66.4;2174;9.84;102.8;130.2
629;1673;Kota Lubuklinggau;Sumatera Selatan;2022;12.68;70.6;2143;8.45;93.85;124.03
630;1701;Kabupaten Bengkulu Selatan;Bengkulu;2022;17.86;65.2;2327;6.81;93.15;122.82
631;1702;Kabupaten Rejang Lebong;Bengkulu;2022;15.65;56;1976;9.79;92.13;116.04
632;1703;Kabupaten Bengkulu Utara;Bengkulu;2022;11.48;59.8;2043;9.88;98.79;123.3
633;1704;Kabupaten Kaur;Bengkulu;2022;18.1;66.3;2324;7.27;92.01;122.49
634;1705;Kabupaten Seluma;Bengkulu;2022;18.36;60.1;2067;7.73;93.13;118.52
635;1706;Kabupaten Mukomuko;Bengkulu;2022;11.44;58.2;2104;14.86;85.77;115.18
636;1707;Kabupaten Lebong;Bengkulu;2022;12.03;64.2;2269;11.06;95.82;125.47
637;1708;Kabupaten Kepahiang;Bengkulu;2022;14.53;56;1954;9.8;101.96;123.37
638;1709;Kabupaten Bengkulu Tengah;Bengkulu;2022;9.76;62.4;2050;9.17;90.04;117.35
639;1771;Kota Bengkulu;Bengkulu;2022;15.73;59.8;1853;10.04;86.44;111.86
640;1804;Kabupaten Lampung Barat;Lampung;2022;11.71;60.8;2096;9.95;117.68;138.79
641;1806;Kabupaten Tanggamus;Lampung;2022;10.98;58;2032;9.15;111.59;132.1
642;1801;Kabupaten Lampung Selatan;Lampung;2022;13.14;59.5;2024;10.72;96.98;121.91
643;1807;Kabupaten Lampung Timur;Lampung;2022;13.98;58.6;2079;10.23;108.79;131.06
644;1802;Kabupaten Lampung Tengah;Lampung;2022;10.96;57.7;2049;10.67;100.61;124.28
645;1803;Kabupaten Lampung Utara;Lampung;2022;18.41;52.2;1838;10.9;89.97;111.93
646;1808;Kabupaten Way Kanan;Lampung;2022;11.76;59.3;2122;10.75;105.84;129.7
647;1805;Kabupaten Tulang Bawang;Lampung;2022;8.42;56.2;1951;10.11;98.35;120.75
648;1809;Kabupaten Pesawaran;Lampung;2022;13.85;58.2;2065;10.54;112.69;133.88
649;1810;Kabupaten Pringsewu;Lampung;2022;9.34;58.3;2050;10.84;108.56;130.69
650;1811;Kabupaten Mesuji;Lampung;2022;6.84;56.7;1979;10.25;91.27;115.84
651;1812;Kabupaten Tulang Bawang Barat;Lampung;2022;7.44;49.7;1771;9.06;89.9;109.56
652;1813;Kabupaten Pesisir Barat;Lampung;2022;13.84;54.4;1916;8.55;96.13;117.43
653;1871;Kota Bandar Lampung;Lampung;2022;8.21;59.4;1938;12.05;64.33;96.35
654;1872;Kota Metro;Lampung;2022;7.87;56.5;1815;7.97;90.99;112.98
655;1901;Kabupaten Bangka;Kep. Bangka Belitung;2022;4.26;69.1;2039;7.45;88.79;118.12
656;1902;Kabupaten Belitung;Kep. Bangka Belitung;2022;6.45;64.8;2044;7.27;71.74;103.39
657;1905;Kabupaten Bangka Barat;Kep. Bangka Belitung;2022;2.46;63.3;1978;7.53;76.2;105.67
658;1904;Kabupaten Bangka Tengah;Kep. Bangka Belitung;2022;4.86;67.1;2093;8.23;85.07;115.37
659;1903;Kabupaten Bangka Selatan;Kep. Bangka Belitung;2022;3.22;69.1;2183;10.54;73.01;108.64
660;1906;Kabupaten Belitung Timur;Kep. Bangka Belitung;2022;6.49;69.4;2171;12.08;67.44;104.91
661;1971;Kota Pangkal Pinang;Kep. Bangka Belitung;2022;4.55;69.8;2011;7.68;89.73;118.89
662;2102;Kabupaten Karimun;Kep. Riau;2022;6.87;57.1;1824;10.77;68.6;97.11
663;2101;Kabupaten Bintan;Kep. Riau;2022;6.44;63.4;1999;12.3;92.31;120.09
664;2103;Kabupaten Natuna;Kep. Riau;2022;5.32;58;1871;10.85;63.72;94.21
665;2104;Kabupaten Lingga;Kep. Riau;2022;14.05;59.3;1970;11.83;51.36;86.59
666;2105;Kabupaten Kepulauan Anambas;Kep. Riau;2022;7.51;58.4;1911;15.91;48.34;84.82
667;2171;Kota Batam;Kep. Riau;2022;5.19;67.7;2105;11.71;92.15;122.45
668;2172;Kota Tanjung Pinang;Kep. Riau;2022;9.85;58.1;1728;11.19;68.74;96.73
669;3101;Kabupaten Kepulauan Seribu;DKI Jakarta;2022;14.11;66.5;2102;13.52;73.39;108.22
670;3174;Kota Jakarta Selatan;DKI Jakarta;2022;3.52;66;2099;12.27;82.07;114.21
671;3175;Kota Jakarta Timur;DKI Jakarta;2022;4.3;70.5;2186;11.79;88.56;121.61
672;3171;Kota Jakarta Pusat;DKI Jakarta;2022;4.9;68.7;2240;13.84;78.67;114.66
673;3173;Kota Jakarta Barat;DKI Jakarta;2022;4.22;65.8;2074;10.95;80.4;112.1
674;3172;Kota Jakarta Utara;DKI Jakarta;2022;7.24;70.3;2204;12.32;82.73;117.44
675;3201;Kabupaten Bogor;Jawa Barat;2022;7.73;64.1;2146;10.9;80.8;112.52
676;3202;Kabupaten Sukabumi;Jawa Barat;2022;7.34;68;2312;10.4;90.8;123.22
677;3203;Kabupaten Cianjur;Jawa Barat;2022;10.55;58.7;2085;8.5;68.4;99.45
678;3204;Kabupaten Bandung;Jawa Barat;2022;6.8;55.4;1921;10.2;66.4;95.59
679;3205;Kabupaten Garut;Jawa Barat;2022;10.42;55.1;2034;10.1;71.7;100.71
680;3206;Kabupaten Tasikmalaya;Jawa Barat;2022;10.73;65.2;2187;9.2;75.5;108.65
681;3207;Kabupaten Ciamis;Jawa Barat;2022;7.72;66.9;2270;8.6;91.9;122.55
682;3208;Kabupaten Kuningan;Jawa Barat;2022;12.76;60.8;2064;8.9;89.7;116.54
683;3209;Kabupaten Cirebon;Jawa Barat;2022;12.01;70.4;2272;9.5;94.4;126.12
684;3210;Kabupaten Majalengka;Jawa Barat;2022;11.94;60.6;2044;7.8;85.1;112.31
685;3211;Kabupaten Sumedang;Jawa Barat;2022;10.14;65.1;2232;10;80.3;113.08
686;3212;Kabupaten Indramayu;Jawa Barat;2022;12.77;77.2;2446;10.7;116.3;147.76
687;3213;Kabupaten Subang;Jawa Barat;2022;9.75;64.3;2106;8.9;85.2;114.82
688;3214;Kabupaten Purwakarta;Jawa Barat;2022;8.7;63.7;2134;9.6;74.3;106.77
689;3215;Kabupaten Karawang;Jawa Barat;2022;8.44;64.6;2133;8.8;80;111.18
690;3216;Kabupaten Bekasi;Jawa Barat;2022;5.01;62;2066;11.1;80.1;110.44
691;3217;Kabupaten Bandung Barat;Jawa Barat;2022;10.82;61.8;2155;10.3;87.8;116.93
692;3218;Kabupaten Pangandaran;Jawa Barat;2022;9.32;67.4;2259;9.5;95.2;125.49
693;3271;Kota Bogor;Jawa Barat;2022;7.1;57.1;1905;9.7;70;98.64
694;3272;Kota Sukabumi;Jawa Barat;2022;8.02;60.4;2009;10.5;73.2;103.71
695;3273;Kota Bandung;Jawa Barat;2022;4.25;61.7;1949;10.1;73.3;103.49
696;3274;Kota Cirebon;Jawa Barat;2022;9.82;66.3;1982;8.4;83.2;112.53
697;3275;Kota Bekasi;Jawa Barat;2022;4.43;69.9;2091;11.5;100.5;129.47
698;3276;Kota Depok;Jawa Barat;2022;2.53;62.1;2085;10.8;85.6;114.79
699;3277;Kota Cimahi;Jawa Barat;2022;5.11;61.3;1993;10.6;82.2;110.84
700;3278;Kota Tasikmalaya;Jawa Barat;2022;12.72;66.6;2181;7.8;84.7;115.67
701;3279;Kota Banjar;Jawa Barat;2022;6.73;72;2413;8.4;111.4;140.87
702;3301;Kabupaten Cilacap;Jawa Tengah;2022;11.02;53.5;2010;10.91;91.88;115.69
703;3302;Kabupaten Banyumas;Jawa Tengah;2022;12.84;62.8;2239;10.85;1.84;52.26
704;3303;Kabupaten  Purbalingga;Jawa Tengah;2022;15.3;50.9;1882;10.18;83.29;106.5
705;3304;Kabupaten Banjarnegara;Jawa Tengah;2022;15.2;64.4;2203;11.83;97.73;126.6
706;3305;Kabupaten Kebumen;Jawa Tengah;2022;16.41;56.4;2073;10.44;94.46;119.24
707;3306;Kabupaten Purworejo;Jawa Tengah;2022;11.53;56.2;1987;7.79;94.95;117.65
708;3307;Kabupaten Wonosobo;Jawa Tengah;2022;16.17;61;2139;9.36;97.8;123.81
709;3308;Kabupaten Magelang;Jawa Tengah;2022;11.09;56.8;2032;9.56;89.47;114.79
710;3309;Kabupaten Boyolali;Jawa Tengah;2022;9.82;54.8;1996;9.1;86.89;111.52
711;3310;Kabupaten Klaten;Jawa Tengah;2022;12.33;54.7;1936;8.3;89.17;112.3
712;3311;Kabupaten Sukoharjo;Jawa Tengah;2022;7.61;55.3;1946;9.8;91.43;114.93
713;3312;Kabupaten Wonogiri;Jawa Tengah;2022;10.99;55.9;2035;9.86;99.49;122.31
714;3313;Kabupaten Karanganyar;Jawa Tengah;2022;9.85;54.1;1922;9.21;98.15;119.18
715;3314;Kabupaten Sragen;Jawa Tengah;2022;12.94;58.6;2161;17.27;110.27;135.67
716;3315;Kabupaten Grobogan;Jawa Tengah;2022;11.8;52.6;1990;10.57;111.52;130.13
717;3316;Kabupaten Blora;Jawa Tengah;2022;11.53;60.9;2162;8.56;91.84;119.13
718;3317;Kabupaten Rembang;Jawa Tengah;2022;14.65;65.6;2203;9.99;87.23;118.29
719;3318;Kabupaten Pati;Jawa Tengah;2022;9.33;65.7;2133;9.54;102.28;129
720;3319;Kabupaten Kudus;Jawa Tengah;2022;7.41;58.5;1939;9.39;90.79;115.39
721;3320;Kabupaten Jepara;Jawa Tengah;2022;6.88;63.6;2066;8.13;91.38;118.61
722;3321;Kabupaten Demak;Jawa Tengah;2022;12.09;59.8;2059;8.28;102.85;126
723;3322;Kabupaten Semarang;Jawa Tengah;2022;7.27;56;2031;10.77;92.47;117.24
724;3323;Kabupaten Temanggung;Jawa Tengah;2022;9.33;51;1900;8.99;85.36;107.88
725;3324;Kabupaten Kendal;Jawa Tengah;2022;9.48;58.2;1979;9.04;100.11;122.74
726;3325;Kabupaten Batang ;Jawa Tengah;2022;8.98;63.8;2107;11.5;85.08;115.51
727;3326;Kabupaten Pekalongan;Jawa Tengah;2022;9.67;65.5;2180;8.37;83.27;114.36
728;3327;Kabupaten Pemalang;Jawa Tengah;2022;15.06;65.5;2262;8.77;90.89;121.23
729;3328;Kabupaten Tegal;Jawa Tengah;2022;7.9;62.1;2175;8.88;82.54;112.68
730;3329;Kabupaten Brebes;Jawa Tengah;2022;16.05;66;2302;8.84;81.93;114.97
731;3371;Kota Magelang;Jawa Tengah;2022;7.1;54.3;1796;8.39;89.74;111.15
732;3372;Kota Surakarta;Jawa Tengah;2022;8.84;56.7;1898;8.93;94.75;117.17
733;3373;Kota Salatiga;Jawa Tengah;2022;4.73;65.8;2166;9.5;94.88;123.67
734;3374;Kota Semarang;Jawa Tengah;2022;4.25;60.3;1983;10.61;90.11;116.45
735;3375;Kota Pekalongan;Jawa Tengah;2022;7;63.5;2037;8.08;76.54;106.83
736;3376;Kota Tegal;Jawa Tengah;2022;7.91;66.3;2136;6.63;109.12;133.43
737;3401;Kabupaten Kulon Progo;DI Yogyakarta;2022;16.39;54.9;1884;8.63;94.32;115.92
738;3402;Kabupaten Bantul;DI Yogyakarta;2022;12.27;63.1;2003;8.7;92.79;119.05
739;3403;Kabupaten Gunung Kidul;DI Yogyakarta;2022;15.86;55.7;1943;8;91.4;114.35
740;3404;Kabupaten Sleman;DI Yogyakarta;2022;7.74;70.5;2216;9.57;107.45;135.64
741;3471;Kota Yogyakarta;DI Yogyakarta;2022;6.62;59;1809;8.37;83.49;108.22
742;3501;Kabupaten Pacitan;Jawa Timur;2022;13.8;54.4;1976;9.3;96.16;118.36
743;3502;Kabupaten Ponorogo;Jawa Timur;2022;9.32;104.1;2318;7.18;108.2;148.85
744;3503;Kabupaten Trenggalek;Jawa Timur;2022;10.96;101;2302;7.86;100.75;142.05
745;3504;Kabupaten Tulungagung;Jawa Timur;2022;6.71;64;2079;8.35;125.52;145.23
746;3505;Kabupaten Blitar;Jawa Timur;2022;8.71;52.3;1904;8.57;99.75;119.32
747;3506;Kabupaten Kediri;Jawa Timur;2022;10.65;59.7;2063;8.86;106.67;129.16
748;3507;Kabupaten Malang;Jawa Timur;2022;9.55;51.7;1863;9.72;86.23;108.69
749;3508;Kabupaten Lumajang;Jawa Timur;2022;9.06;67.4;2299;10.89;115.14;141.77
750;3509;Kabupaten Jember;Jawa Timur;2022;9.39;62.3;2182;10.56;104.8;130.57
751;3510;Kabupaten Banyuwangi;Jawa Timur;2022;7.51;59.8;2082;10.74;98.3;123.66
752;3511;Kabupaten Bondowoso;Jawa Timur;2022;13.47;56.7;1926;8.32;72.97;100.49
753;3512;Kabupaten Situbondo;Jawa Timur;2022;11.78;60.7;2112;11.2;83.3;112.94
754;3513;Kabupaten Probolinggo;Jawa Timur;2022;17.12;58.5;2063;9.24;83.31;110.89
755;3514;Kabupaten Pasuruan;Jawa Timur;2022;8.96;66.5;2052;9.25;77.64;109.38
756;3515;Kabupaten Sidoarjo;Jawa Timur;2022;5.36;56.3;1906;11.08;78.5;105.4
757;3516;Kabupaten Mojokerto;Jawa Timur;2022;9.71;109.1;2483;10.62;96.19;144.47
758;3517;Kabupaten Jombang;Jawa Timur;2022;9.04;102.3;2437;13.2;90.32;137.91
759;3518;Kabupaten Nganjuk;Jawa Timur;2022;10.7;104.4;2332;9.96;101.86;145.26
760;3519;Kabupaten Madiun;Jawa Timur;2022;10.79;58.2;2030;9.59;98.1;121.94
761;3520;Kabupaten Magetan;Jawa Timur;2022;9.84;56.3;1994;8.43;103.62;124.67
762;3521;Kabupaten Ngawi;Jawa Timur;2022;14.15;53.9;1926;7.74;97.23;117.9
763;3522;Kabupaten Bojonegoro;Jawa Timur;2022;12.21;89.3;2287;11.41;79.28;122.36
764;3523;Kabupaten Tuban;Jawa Timur;2022;15.02;108.9;2565;9.4;92.65;142.08
765;3524;Kabupaten Lamongan;Jawa Timur;2022;12.53;105.9;2441;9.87;81.81;131.5
766;3525;Kabupaten Gresik;Jawa Timur;2022;11.06;61.2;1983;10.48;83.38;111.56
767;3526;Kabupaten Bangkalan;Jawa Timur;2022;19.44;57.5;1977;10.28;64.78;95.74
768;3527;Kabupaten Sampang;Jawa Timur;2022;21.61;58.9;1927;7.49;52.18;85.01
769;3528;Kabupaten Pamekasan;Jawa Timur;2022;13.93;50.6;1789;9.08;49.87;79.3
770;3529;Kabupaten Sumenep;Jawa Timur;2022;18.76;88.2;2772;10.99;102.66;144.89
771;3571;Kota Kediri;Jawa Timur;2022;7.23;60;2007;10.23;95.95;120.95
772;3572;Kota Blitar;Jawa Timur;2022;7.37;56.7;1904;8.8;100.28;121.44
773;3573;Kota Malang;Jawa Timur;2022;4.37;57.6;1859;10.73;90.54;114.52
774;3574;Kota Probolinggo;Jawa Timur;2022;6.65;55.9;1859;9.4;66.17;94.65
775;3575;Kota Pasuruan;Jawa Timur;2022;6.37;65.5;2025;8.16;69;101.67
776;3576;Kota Mojokerto;Jawa Timur;2022;5.98;60.6;1908;10.03;71.6;101.32
777;3577;Kota Madiun;Jawa Timur;2022;4.76;65.3;2038;9.28;108.95;132.88
778;3578;Kota Surabaya;Jawa Timur;2022;4.72;62.9;1974;10.98;90.43;117.7
779;3579;Kota Batu;Jawa Timur;2022;3.79;54.7;1833;9.8;88.59;111.33
780;3601;Kabupaten Pandeglang;Banten;2022;9.32;65.2;2327;10.76;87.39;119.85
781;3602;Kabupaten Lebak;Banten;2022;8.91;77.3;2682;10.52;105.6;141.99
782;3603;Kabupaten Tangerang;Banten;2022;6.92;71.3;2295;12.6;88.47;123.29
783;3604;Kabupaten Serang;Banten;2022;4.96;63.9;2149;12.06;88.63;118.93
784;3671;Kota Tangerang;Banten;2022;5.77;73.8;2284;12.39;99.5;132.5
785;3672;Kota Cilegon;Banten;2022;3.64;61.8;2078;10.65;78.92;109.41
786;3673;Kota Serang;Banten;2022;5.94;64.6;2162;10.77;74.05;107.63
787;3674;Kota Tangerang Selatan;Banten;2022;2.5;64.6;2031;11.65;89.18;118.22
788;5101;Kabupaten Jembrana;Bali;2022;5.3;67;2229;7.82;103.2;130.56
789;5102;Kabupaten Tabanan;Bali;2022;5.18;58.7;2192;13.49;83.34;113.92
790;5103;Kabupaten Badung;Bali;2022;2.53;61.3;2022;7.89;78.59;107.36
791;5104;Kabupaten Gianyar;Bali;2022;4.7;61.6;2246;9.12;95.94;123.63
792;5105;Kabupaten Klungkung;Bali;2022;6.07;62.8;2202;9.52;107.11;132.36
793;5106;Kabupaten Bangli;Bali;2022;5.28;62.5;2307;10.54;112.9;138.18
794;5107;Kabupaten Karangasem;Bali;2022;6.98;56.7;2081;7.8;79.28;106.78
795;5108;Kabupaten Buleleng;Bali;2022;6.21;61.5;2188;9.28;94.02;121.57
796;5171;Kota Denpasar;Bali;2022;2.97;62.4;2090;9.53;90.35;118.14
797;5201;Kabupaten Lombok Barat;Nusa Tenggara Barat;2022;13.39;71.1;2526;12.6;98.25;133.17
798;5202;Kabupaten Lombok Tengah;Nusa Tenggara Barat;2022;12.89;74.8;2454;8.55;125.17;152.99
799;5203;Kabupaten Lombok Timur;Nusa Tenggara Barat;2022;15.14;85.7;2827;10.19;141.92;174.44
800;5204;Kabupaten Sumbawa;Nusa Tenggara Barat;2022;13.5;67.6;2276;8.95;73.81;109.09
801;5205;Kabupaten Dompu;Nusa Tenggara Barat;2022;12.4;70.3;2292;7.04;85.79;118.76
802;5206;Kabupaten Bima;Nusa Tenggara Barat;2022;14.5;59;1959;5.59;64.89;94.46
803;5207;Kabupaten Sumbawa Barat;Nusa Tenggara Barat;2022;13.02;81.9;2415;8.32;97.55;133.87
804;5208;Kabupaten Lombok Utara;Nusa Tenggara Barat;2022;25.93;77.6;2522;8.75;135.12;162.47
805;5271;Kota Mataram;Nusa Tenggara Barat;2022;8.63;95.2;2586;0.72;87.86;130.33
